BenzAGS2018,CO#AGS2018,NO#AGS2018,NO2AGS2018,O3#AGS2018,PM10AGS2018,PM2.5AGS2018,SO2AGS2018,Πλατεια Αγιας Σοφιας(1264),Ερμου(2378),Καρολου Ντηλ(2872),Καρολου Ντηλ(3026),Πλατεια Αγιας Σοφιας(695),Ερμου(808),Πλατεια Αγιας Σοφιας(890),Πλατεια Αγιας Σοφιας(919),Ερμου(975)
4.71,nan,15.0,27.0,50.0,35.0,17.0,5.0,12.0,7.0,22.333333333333332,24.0,12.666666666666666,21.5,7.0,5.0,19.0
4.5,nan,12.0,24.0,56.0,32.0,17.0,5.0,15.666666666666666,16.333333333333332,26.666666666666668,28.333333333333332,11.0,23.0,12.0,2.0,17.0
3.65,nan,8.0,33.0,39.0,41.0,20.0,5.0,16.0,15.25,18.333333333333332,17.666666666666668,11.666666666666666,20.0,23.0,14.0,20.0
3.26,nan,12.0,28.0,50.0,38.0,21.0,5.0,22.0,12.0,12.0,18.5,18.0,11.0,12.0,nan,21.0
3.37,nan,23.0,41.0,30.0,31.0,20.0,5.0,10.0,12.0,17.333333333333332,14.75,12.666666666666666,30.0,10.333333333333334,11.0,19.0
7.1,nan,35.0,55.0,3.0,36.0,23.0,5.0,11.5,19.0,22.0,23.333333333333332,14.0,30.5,9.5,24.0,39.0
7.92,nan,57.0,58.0,1.0,36.0,18.0,6.0,nan,22.0,32.5,16.0,nan,24.0,14.0,23.0,nan
5.57,nan,21.0,47.0,8.0,37.0,20.0,5.0,12.5,30.0,40.0,28.5,19.0,32.0,24.0,nan,19.0
4.9,nan,7.0,30.0,28.0,39.0,18.0,5.0,10.0,17.0,32.0,43.0,nan,nan,nan,nan,nan
2.19,nan,3.0,16.0,35.0,19.0,15.0,5.0,nan,nan,43.0,nan,nan,nan,nan,14.0,27.0
1.23,nan,6.0,16.0,30.0,24.0,13.0,5.0,24.0,nan,5.0,nan,nan,40.0,nan,nan,nan
1.82,nan,12.0,24.0,8.0,24.0,16.0,5.0,24.0,nan,15.0,30.0,nan,nan,19.0,nan,nan
2.38,nan,19.0,27.0,7.0,31.0,17.0,5.0,16.0,16.0,nan,35.0,17.0,28.5,nan,16.0,8.0
3.82,nan,28.0,29.0,13.0,33.0,15.0,5.0,7.0,24.5,29.0,25.0,2.0,33.0,17.5,nan,17.0
3.53,nan,31.0,28.0,19.0,40.0,20.0,6.0,14.0,14.333333333333334,13.5,23.0,11.5,16.666666666666668,13.666666666666666,nan,15.5
4.04,nan,19.0,22.0,39.0,53.0,23.0,5.0,18.0,21.333333333333332,21.0,13.0,12.5,20.25,6.0,18.5,8.333333333333334
5.0,nan,36.0,35.0,58.0,52.0,18.0,5.0,11.0,13.0,14.666666666666666,20.25,12.666666666666666,23.5,8.666666666666666,17.0,19.25
5.71,nan,23.0,24.0,58.0,40.0,19.0,4.0,12.0,18.0,19.5,11.75,14.0,18.0,11.0,17.0,13.0
2.96,nan,19.0,16.0,63.0,34.0,16.0,4.0,14.0,22.0,15.0,27.0,9.0,15.75,nan,14.25,16.25
1.96,nan,9.0,14.0,67.0,40.0,20.0,4.0,18.0,14.666666666666666,15.0,26.0,14.0,5.0,18.666666666666668,nan,25.0
2.74,nan,9.0,14.0,70.0,41.0,18.0,4.0,8.333333333333334,19.666666666666668,19.0,21.0,15.0,26.0,11.5,15.0,32.0
2.12,nan,10.0,15.0,71.0,34.0,12.0,4.0,15.666666666666666,22.75,30.0,18.0,17.0,29.333333333333332,19.0,nan,30.5
2.66,nan,4.0,14.0,80.0,33.0,16.0,5.0,20.0,12.666666666666666,49.0,28.5,6.0,12.0,13.0,18.0,21.333333333333332
1.62,nan,6.0,17.0,69.0,30.0,17.0,5.0,12.0,41.0,19.5,23.5,9.0,25.0,13.0,11.5,30.0
2.76,nan,10.0,27.0,57.0,30.0,15.0,5.0,18.0,23.0,37.0,47.0,19.0,27.5,21.0,15.0,26.0
4.01,nan,12.0,37.0,32.0,42.0,19.0,5.0,13.666666666666666,24.0,24.5,17.5,12.5,24.0,8.0,nan,22.0
5.73,nan,61.0,67.0,1.0,49.0,23.0,6.0,16.5,25.0,40.0,21.333333333333332,8.0,18.0,9.0,15.5,29.0
8.81,nan,35.0,58.0,1.0,71.0,46.0,6.0,18.0,15.5,12.666666666666666,12.333333333333334,16.0,28.333333333333332,10.333333333333334,16.0,22.5
5.85,nan,20.0,46.0,8.0,73.0,41.0,7.0,8.0,19.0,24.0,13.0,16.5,23.666666666666668,15.0,23.5,21.0
5.18,nan,25.0,56.0,4.0,50.0,30.0,7.0,12.0,29.0,22.0,22.75,10.5,28.5,6.0,14.0,22.0
8.19,nan,66.0,71.0,1.0,55.0,33.0,7.0,17.0,34.25,29.5,12.0,nan,18.5,14.0,10.0,34.0
7.06,nan,16.0,34.0,41.0,53.0,26.0,7.0,29.0,24.25,43.0,28.0,29.0,22.5,nan,17.0,41.0
1.46,nan,2.0,7.0,86.0,38.0,21.0,7.0,nan,18.0,17.0,22.0,14.0,nan,nan,18.0,25.333333333333332
0.84,nan,3.0,8.0,85.0,34.0,17.0,7.0,nan,16.0,16.5,8.5,15.0,nan,nan,nan,35.0
0.74,nan,4.0,10.0,80.0,41.0,27.0,7.0,27.0,23.0,nan,42.0,nan,nan,nan,14.0,nan
0.77,nan,6.0,9.0,81.0,40.0,27.0,7.0,7.0,nan,nan,21.0,nan,35.0,18.0,nan,nan
0.71,nan,4.0,8.0,82.0,44.0,22.0,6.0,nan,31.5,21.0,81.0,nan,26.0,20.0,nan,17.0
0.78,nan,5.0,11.0,75.0,34.0,23.0,6.0,12.5,25.5,35.5,37.0,15.0,21.0,17.0,nan,nan
1.12,nan,8.0,13.0,71.0,35.0,17.0,6.0,8.0,7.0,29.5,23.0,17.0,nan,15.0,15.0,nan
1.39,nan,7.0,10.0,79.0,43.0,17.0,6.0,11.666666666666666,22.0,24.5,24.0,18.0,30.0,19.0,20.0,21.5
1.45,nan,9.0,10.0,82.0,39.0,22.0,6.0,13.0,nan,15.0,19.0,nan,16.0,6.0,nan,19.5
1.69,nan,14.0,14.0,77.0,30.0,16.0,5.0,nan,28.0,18.333333333333332,15.5,18.0,11.0,15.666666666666666,nan,25.0
1.94,nan,13.0,12.0,80.0,29.0,15.0,5.0,16.333333333333332,11.333333333333334,35.0,19.25,16.0,27.0,13.5,15.0,17.0
1.69,nan,9.0,11.0,81.0,34.0,15.0,5.0,26.0,nan,15.0,29.666666666666668,19.5,28.0,12.666666666666666,12.0,35.0
1.12,nan,8.0,11.0,83.0,28.0,15.0,4.0,16.333333333333332,24.5,36.0,35.333333333333336,nan,23.333333333333332,10.0,15.0,12.0
0.78,nan,7.0,12.0,79.0,21.0,11.0,4.0,20.0,27.666666666666668,32.5,17.0,15.0,29.5,13.0,16.5,23.666666666666668
0.92,nan,7.0,12.0,79.0,20.0,12.0,4.0,11.0,21.666666666666668,nan,13.0,16.5,23.666666666666668,8.0,20.0,17.333333333333332
1.15,nan,8.0,16.0,68.0,20.0,13.0,5.0,15.0,8.0,23.5,19.666666666666668,2.0,19.0,11.0,15.0,25.0
1.9,nan,7.0,20.0,56.0,22.0,11.0,7.0,13.0,19.0,17.5,35.0,12.0,31.0,10.0,12.0,22.0
2.19,nan,8.0,20.0,54.0,27.0,9.0,8.0,14.666666666666666,20.0,32.5,23.0,9.0,27.0,13.0,17.0,nan
1.78,nan,5.0,16.0,59.0,27.0,11.0,7.0,17.0,nan,11.0,25.25,nan,28.0,nan,12.666666666666666,33.0
1.56,nan,7.0,17.0,57.0,22.0,12.0,5.0,22.0,31.333333333333332,14.0,23.0,19.0,27.0,nan,nan,26.0
1.72,nan,5.0,17.0,52.0,26.0,17.0,8.0,nan,18.0,11.0,27.75,12.0,26.333333333333332,16.0,21.0,24.0
1.8,nan,8.0,19.0,47.0,23.0,11.0,7.0,nan,22.0,41.5,29.0,17.333333333333332,32.0,nan,nan,nan
1.98,nan,4.0,8.0,63.0,21.0,13.0,6.0,nan,26.0,6.0,45.0,18.0,23.0,nan,nan,22.0
0.36,nan,2.0,8.0,53.0,18.0,9.0,6.0,nan,29.5,4.0,21.5,nan,28.0,nan,nan,20.0
nan,nan,2.0,11.0,45.0,26.0,11.0,6.0,nan,31.0,nan,nan,9.0,nan,nan,nan,33.0
nan,nan,2.0,10.0,40.0,21.0,14.0,5.0,18.0,35.0,nan,43.0,nan,nan,nan,nan,nan
nan,nan,23.0,33.0,6.0,20.0,13.0,5.0,23.0,9.5,43.0,11.0,nan,35.0,nan,nan,35.0
nan,nan,28.0,30.0,8.0,34.0,16.0,5.0,20.0,19.0,28.666666666666668,17.0,13.0,nan,11.0,nan,30.0
nan,nan,65.0,44.0,1.0,34.0,15.0,6.0,17.666666666666668,23.333333333333332,19.0,24.0,7.0,21.666666666666668,20.0,15.0,22.666666666666668
nan,nan,70.0,49.0,2.0,45.0,17.0,7.0,12.0,17.0,14.0,12.75,12.5,24.25,24.5,nan,23.5
nan,nan,63.0,48.0,4.0,78.0,23.0,6.0,12.25,16.0,12.333333333333334,13.25,14.5,22.75,13.0,17.5,22.5
nan,nan,22.0,30.0,43.0,120.0,26.0,5.0,13.0,9.5,18.0,16.75,13.75,10.666666666666666,12.0,19.0,31.5
nan,nan,18.0,27.0,59.0,48.0,24.0,5.0,7.0,12.666666666666666,15.5,15.0,6.0,20.666666666666668,7.5,10.666666666666666,9.0
nan,nan,21.0,26.0,63.0,49.0,18.0,5.0,12.333333333333334,20.333333333333332,11.0,13.5,8.5,17.5,11.0,nan,31.0
nan,nan,21.0,25.0,52.0,48.0,18.0,4.0,5.0,24.0,18.666666666666668,25.75,nan,15.0,10.5,6.5,23.0
nan,nan,16.0,21.0,64.0,40.0,19.0,5.0,12.0,11.0,12.0,18.333333333333332,14.666666666666666,10.333333333333334,14.333333333333334,9.0,20.5
nan,nan,7.0,15.0,79.0,39.0,20.0,4.0,15.0,9.75,20.333333333333332,22.25,4.0,19.5,21.0,19.5,20.5
nan,nan,13.0,21.0,54.0,42.0,18.0,4.0,15.0,24.0,11.666666666666666,15.5,7.333333333333333,25.0,8.75,7.0,14.333333333333334
nan,nan,28.0,27.0,42.0,34.0,16.0,5.0,9.0,22.0,21.666666666666668,22.0,7.0,15.75,11.0,19.0,15.666666666666666
nan,nan,15.0,21.0,51.0,32.0,17.0,5.0,6.5,18.0,17.0,21.75,7.0,12.666666666666666,12.333333333333334,16.0,12.0
nan,nan,11.0,17.0,55.0,30.0,15.0,4.0,16.0,19.5,37.0,30.0,13.0,22.75,nan,21.0,25.0
nan,nan,9.0,19.0,53.0,34.0,19.0,5.0,20.0,nan,nan,20.0,10.5,19.0,12.0,16.5,14.0
nan,nan,6.0,20.0,51.0,75.0,19.0,4.0,14.5,16.0,8.0,27.0,11.0,27.5,5.5,16.0,27.0
nan,nan,24.0,24.0,48.0,42.0,21.0,5.0,16.0,22.0,22.5,12.0,10.5,13.5,15.5,23.0,33.0
nan,nan,5.0,22.0,50.0,30.0,14.0,4.0,17.0,30.0,10.0,16.0,nan,34.0,17.5,16.0,23.5
nan,nan,4.0,17.0,50.0,28.0,18.0,4.0,19.5,37.0,15.0,17.0,11.0,11.0,6.0,14.0,nan
nan,nan,2.0,21.0,34.0,29.0,16.0,4.0,nan,nan,43.0,40.5,nan,nan,nan,nan,nan
nan,nan,2.0,13.0,44.0,32.0,16.0,4.0,nan,35.0,nan,57.0,nan,38.0,nan,nan,25.0
nan,nan,1.0,5.0,59.0,26.0,16.0,4.0,21.0,nan,40.0,48.0,13.0,36.0,nan,nan,33.0
nan,nan,2.0,16.0,30.0,23.0,11.0,4.0,nan,37.0,nan,nan,nan,nan,nan,nan,nan
nan,nan,16.0,33.0,6.0,25.0,9.0,4.0,nan,nan,nan,nan,nan,38.0,17.0,nan,nan
nan,nan,47.0,39.0,4.0,30.0,13.0,5.0,8.0,29.5,26.0,nan,8.0,nan,nan,nan,nan
nan,nan,85.0,46.0,nan,33.0,15.0,5.0,nan,23.0,25.0,20.0,10.666666666666666,25.0,10.0,nan,20.0
nan,nan,50.0,29.0,1.0,103.0,24.0,5.0,13.333333333333334,9.75,31.25,19.666666666666668,8.5,27.5,9.0,14.5,24.0
nan,nan,36.0,24.0,6.0,66.0,24.0,5.0,10.75,16.75,12.0,16.5,12.25,19.333333333333332,10.0,7.5,15.75
nan,nan,33.0,26.0,21.0,47.0,18.0,5.0,12.5,7.333333333333333,12.333333333333334,15.25,8.0,21.0,11.0,13.0,13.5
nan,nan,14.0,18.0,52.0,42.0,21.0,5.0,10.5,13.333333333333334,19.0,16.5,5.0,22.75,17.0,7.5,20.0
nan,nan,20.0,21.0,47.0,43.0,18.0,5.0,13.333333333333334,13.0,17.666666666666668,15.0,11.666666666666666,14.333333333333334,12.666666666666666,14.0,23.0
nan,nan,22.0,22.0,43.0,37.0,14.0,5.0,11.5,13.0,23.0,17.666666666666668,13.0,20.5,6.666666666666667,13.666666666666666,25.0
nan,nan,22.0,18.0,48.0,37.0,15.0,5.0,19.666666666666668,17.25,26.0,28.5,nan,39.0,15.333333333333334,nan,26.0
nan,nan,15.0,14.0,54.0,32.0,13.0,5.0,12.666666666666666,nan,16.0,17.333333333333332,10.0,20.333333333333332,9.0,nan,nan
nan,nan,22.0,25.0,40.0,31.0,13.0,6.0,10.0,19.0,19.75,15.25,13.666666666666666,16.25,10.75,12.333333333333334,18.75
nan,nan,23.0,22.0,51.0,29.0,14.0,6.0,13.25,21.75,17.333333333333332,14.0,17.5,10.0,10.25,12.5,9.0
nan,nan,21.0,31.0,42.0,29.0,12.0,5.0,3.0,17.666666666666668,9.0,14.666666666666666,5.75,13.0,9.0,7.0,19.0
nan,nan,18.0,27.0,44.0,32.0,15.0,5.0,6.5,9.5,8.0,6.0,8.0,18.333333333333332,10.5,7.0,8.0
nan,nan,7.0,15.0,54.0,33.0,17.0,5.0,15.5,18.0,nan,18.0,12.0,15.333333333333334,6.5,9.0,15.5
nan,nan,4.0,14.0,53.0,32.0,11.0,5.0,14.666666666666666,26.75,24.0,21.75,nan,24.0,10.0,18.0,24.333333333333332
nan,nan,9.0,19.0,47.0,28.0,13.0,5.0,14.5,26.666666666666668,26.666666666666668,34.0,10.0,23.25,10.5,nan,24.25
nan,nan,4.0,14.0,49.0,22.0,14.0,5.0,nan,22.0,nan,27.5,16.5,26.0,12.333333333333334,16.0,29.0
nan,nan,1.0,6.0,62.0,32.0,11.0,5.0,nan,20.0,12.0,nan,14.0,30.0,nan,nan,39.0
nan,nan,1.0,4.0,62.0,25.0,9.0,5.0,21.0,29.5,nan,10.0,nan,29.0,nan,nan,nan
nan,nan,1.0,5.0,61.0,23.0,9.0,5.0,19.0,nan,49.0,36.0,nan,nan,nan,nan,nan
nan,nan,1.0,7.0,42.0,27.0,14.0,5.0,27.0,nan,43.0,50.0,nan,17.0,nan,nan,nan
nan,nan,1.0,8.0,38.0,19.0,nan,5.0,nan,27.0,nan,nan,10.0,nan,nan,nan,nan
nan,nan,5.0,18.0,38.0,22.0,8.0,5.0,nan,9.0,nan,nan,nan,35.0,nan,nan,36.0
nan,nan,17.0,30.0,24.0,30.0,15.0,5.0,18.0,15.0,21.0,nan,12.5,nan,24.0,nan,33.0
nan,nan,26.0,27.0,15.0,37.0,14.0,5.0,11.0,13.0,26.0,25.0,20.0,17.5,10.5,nan,15.0
nan,nan,31.0,29.0,22.0,28.0,12.0,5.0,15.0,17.0,13.0,20.333333333333332,13.0,23.75,13.0,12.5,12.333333333333334
nan,nan,17.0,17.0,45.0,48.0,16.0,5.0,10.0,18.0,18.5,17.0,22.5,17.75,6.333333333333333,12.333333333333334,14.0
nan,nan,31.0,23.0,38.0,27.0,10.0,5.0,13.333333333333334,10.0,24.5,17.5,12.0,25.25,8.0,15.0,16.666666666666668
nan,nan,25.0,21.0,42.0,30.0,14.0,5.0,13.666666666666666,18.25,15.0,16.25,8.0,15.666666666666666,9.0,10.5,34.0
nan,0.7,26.0,21.0,46.0,33.0,15.0,5.0,16.0,15.0,8.666666666666666,19.0,5.5,30.0,15.666666666666666,20.0,21.0
nan,0.7,23.0,22.0,50.0,36.0,18.0,6.0,11.333333333333334,13.25,22.5,14.666666666666666,6.5,17.0,5.5,13.75,nan
nan,0.6,32.0,21.0,50.0,31.0,13.0,6.0,15.0,15.5,17.5,20.0,10.0,18.5,8.0,9.0,16.0
nan,0.4,13.0,16.0,55.0,31.0,16.0,5.0,13.0,27.0,30.0,20.0,12.0,19.0,7.333333333333333,12.0,21.0
nan,0.3,10.0,13.0,61.0,25.0,11.0,5.0,11.666666666666666,22.0,14.5,21.25,11.0,16.75,11.333333333333334,9.0,18.0
nan,0.4,10.0,16.0,58.0,27.0,12.0,5.0,13.0,12.5,16.0,18.25,14.666666666666666,23.5,17.666666666666668,16.5,20.666666666666668
nan,0.5,15.0,23.0,45.0,31.0,12.0,5.0,21.5,24.333333333333332,23.0,21.666666666666668,10.5,12.333333333333334,6.0,4.5,21.5
nan,0.4,12.0,20.0,47.0,36.0,14.0,5.0,12.333333333333334,13.0,32.75,18.5,9.333333333333334,17.5,10.75,11.666666666666666,15.0
nan,0.3,6.0,13.0,53.0,33.0,13.0,5.0,13.333333333333334,21.5,16.5,14.333333333333334,9.666666666666666,18.5,7.0,nan,14.5
nan,0.3,5.0,17.0,44.0,37.0,14.0,5.0,nan,19.666666666666668,21.0,18.0,18.666666666666668,24.333333333333332,17.0,15.0,nan
nan,0.4,17.0,28.0,28.0,34.0,15.0,5.0,16.0,26.5,17.666666666666668,25.0,15.0,18.5,5.0,14.0,26.333333333333332
nan,0.4,5.0,21.0,35.0,35.0,14.0,5.0,17.5,nan,19.0,28.0,18.0,23.5,17.0,nan,nan
nan,0.3,3.0,16.0,38.0,33.0,15.0,5.0,nan,28.0,24.0,39.0,14.0,29.5,15.0,nan,25.0
nan,0.2,5.0,9.0,54.0,28.0,10.0,6.0,nan,31.0,nan,32.333333333333336,24.0,11.0,7.0,nan,25.0
nan,0.2,1.0,11.0,48.0,24.0,16.0,6.0,nan,37.0,36.0,nan,23.0,nan,nan,nan,38.0
nan,0.1,1.0,7.0,57.0,26.0,14.0,6.0,nan,nan,nan,nan,nan,nan,22.0,nan,nan
nan,0.1,2.0,12.0,50.0,25.0,11.0,7.0,nan,nan,nan,16.0,nan,nan,nan,nan,nan
nan,0.3,17.0,30.0,13.0,26.0,16.0,7.0,nan,nan,13.0,43.0,27.0,nan,nan,nan,6.0
nan,0.4,39.0,35.0,1.0,32.0,13.0,7.0,20.0,17.0,19.666666666666668,19.0,12.0,27.0,11.0,nan,nan
nan,0.5,46.0,35.0,1.0,66.0,17.0,7.0,19.0,17.0,22.0,17.0,20.0,24.0,18.0,15.0,5.5
nan,0.6,67.0,43.0,1.0,57.0,22.0,8.0,11.333333333333334,14.75,33.0,15.75,nan,25.5,11.5,18.0,10.0
nan,0.6,35.0,29.0,23.0,87.0,27.0,9.0,11.75,10.25,22.0,15.25,8.0,27.0,17.666666666666668,11.666666666666666,24.5
nan,0.5,19.0,22.0,46.0,61.0,22.0,10.0,8.0,15.75,19.0,18.5,11.0,18.0,3.0,14.0,10.5
nan,0.5,15.0,17.0,55.0,44.0,19.0,8.0,8.75,13.25,13.0,23.5,10.333333333333334,15.333333333333334,5.75,14.0,12.0
nan,0.4,18.0,17.0,63.0,38.0,18.0,9.0,6.5,19.0,18.0,18.25,8.0,26.25,12.0,1.0,32.5
nan,0.4,13.0,16.0,64.0,35.0,15.0,8.0,13.5,19.666666666666668,17.333333333333332,15.0,7.0,14.0,9.5,9.0,20.0
nan,0.5,15.0,17.0,63.0,34.0,17.0,7.0,17.5,22.333333333333332,21.75,12.0,5.0,24.666666666666668,11.0,12.0,25.333333333333332
nan,0.3,10.0,15.0,73.0,33.0,15.0,7.0,20.0,15.0,13.5,11.666666666666666,9.333333333333334,15.75,5.0,19.0,14.0
nan,0.3,10.0,16.0,77.0,38.0,21.0,6.0,18.0,21.0,18.75,17.0,8.5,15.0,8.0,9.0,21.666666666666668
nan,0.5,14.0,25.0,55.0,33.0,17.0,7.0,9.25,23.75,16.666666666666668,16.0,9.0,16.5,7.5,13.0,20.5
nan,0.6,18.0,29.0,45.0,29.0,14.0,7.0,9.0,20.0,14.0,16.75,9.0,21.0,6.5,7.0,12.0
nan,0.4,14.0,22.0,48.0,34.0,16.0,6.0,14.0,25.75,nan,19.333333333333332,17.0,26.666666666666668,6.5,17.0,nan
nan,0.6,18.0,37.0,24.0,34.0,15.0,6.0,18.0,25.25,23.0,17.333333333333332,9.333333333333334,21.5,9.5,13.5,19.0
nan,0.7,16.0,44.0,17.0,44.0,26.0,7.0,17.5,14.0,nan,22.5,9.0,25.0,18.0,14.5,25.666666666666668
nan,0.6,17.0,47.0,15.0,45.0,21.0,7.0,21.0,27.666666666666668,19.25,24.5,10.5,30.5,14.0,3.0,nan
nan,0.8,16.0,43.0,16.0,44.0,25.0,7.0,19.0,27.0,nan,34.0,9.5,31.5,7.0,nan,31.0
nan,0.6,12.0,38.0,16.0,34.0,23.0,7.0,nan,26.0,20.0,25.333333333333332,nan,26.333333333333332,16.5,16.5,nan
nan,0.6,10.0,40.0,9.0,43.0,21.0,6.0,8.0,26.5,29.5,49.5,nan,30.0,19.0,17.0,nan
nan,0.7,15.0,41.0,1.0,37.0,21.0,6.0,nan,30.0,22.0,16.0,16.333333333333332,31.666666666666668,15.0,nan,28.5
nan,0.4,4.0,29.0,19.0,39.0,24.0,6.0,23.0,nan,42.0,12.0,nan,nan,nan,nan,nan
nan,0.3,8.0,23.0,29.0,32.0,20.0,6.0,nan,33.0,nan,45.0,nan,37.0,23.0,nan,nan
nan,0.3,16.0,31.0,10.0,29.0,18.0,6.0,nan,nan,nan,35.0,nan,29.0,nan,nan,nan
nan,0.3,31.0,39.0,1.0,41.0,17.0,7.0,nan,15.0,nan,23.5,19.0,23.5,nan,nan,nan
nan,0.4,38.0,40.0,2.0,66.0,22.0,7.0,15.333333333333334,20.333333333333332,27.0,19.0,8.5,24.666666666666668,16.5,20.0,22.0
nan,0.6,74.0,38.0,1.0,66.0,22.0,8.0,8.5,12.0,21.5,14.333333333333334,10.333333333333334,21.0,9.5,11.333333333333334,19.5
nan,0.6,57.0,35.0,8.0,62.0,27.0,8.0,14.0,17.25,29.0,16.5,14.333333333333334,21.5,14.0,21.0,18.5
nan,0.5,27.0,25.0,38.0,64.0,23.0,9.0,13.5,14.75,18.666666666666668,9.333333333333334,9.5,20.25,7.333333333333333,9.333333333333334,17.666666666666668
nan,0.4,17.0,17.0,56.0,47.0,23.0,8.0,7.5,13.25,13.75,15.0,8.0,12.25,8.5,11.5,18.5
nan,0.4,29.0,18.0,70.0,49.0,19.0,8.0,10.0,12.666666666666666,15.333333333333334,17.0,12.0,15.5,4.0,nan,11.333333333333334
nan,0.5,22.0,24.0,63.0,55.0,21.0,8.0,9.0,11.0,15.5,19.75,6.5,15.333333333333334,10.5,8.0,nan
nan,0.3,10.0,16.0,71.0,39.0,20.0,8.0,6.5,15.5,19.666666666666668,27.5,20.0,12.666666666666666,9.5,9.0,21.5
nan,0.3,6.0,11.0,80.0,32.0,16.0,8.0,9.666666666666666,22.333333333333332,18.5,7.666666666666667,14.0,18.0,5.0,11.0,8.5
nan,0.3,8.0,15.0,71.0,37.0,15.0,7.0,11.0,17.666666666666668,28.0,19.0,18.0,23.25,12.5,19.0,9.5
nan,0.5,19.0,23.0,58.0,33.0,21.0,7.0,10.666666666666666,18.666666666666668,18.0,11.75,9.333333333333334,21.333333333333332,nan,13.0,11.0
nan,0.6,27.0,32.0,45.0,32.0,19.0,7.0,10.5,18.75,10.333333333333334,14.0,10.5,25.0,6.5,nan,11.25
nan,0.8,28.0,43.0,21.0,35.0,18.0,8.0,11.666666666666666,17.333333333333332,14.5,14.75,12.25,16.75,9.5,11.333333333333334,21.5
nan,1.1,38.0,51.0,8.0,42.0,20.0,7.0,15.666666666666666,21.5,19.666666666666668,16.25,6.0,17.666666666666668,10.0,12.0,22.5
nan,0.7,27.0,52.0,11.0,49.0,21.0,7.0,12.5,15.75,18.333333333333332,19.0,8.666666666666666,15.0,9.0,12.333333333333334,21.5
nan,0.9,42.0,52.0,8.0,49.0,22.0,7.0,15.0,21.666666666666668,16.5,8.5,16.0,24.333333333333332,12.5,6.0,11.0
nan,0.9,37.0,51.0,2.0,47.0,28.0,6.0,21.0,24.666666666666668,19.25,21.666666666666668,19.0,23.333333333333332,nan,nan,19.5
nan,1.5,102.0,60.0,nan,42.0,22.0,7.0,10.5,27.0,20.0,28.666666666666668,10.0,25.666666666666668,16.0,17.0,22.0
nan,1.1,44.0,50.0,1.0,59.0,25.0,6.0,15.0,30.0,43.0,39.5,12.0,24.0,16.333333333333332,14.0,24.0
nan,0.8,24.0,38.0,5.0,44.0,25.0,5.0,19.0,24.5,19.0,45.666666666666664,13.0,35.0,18.0,nan,20.0
nan,0.3,8.0,24.0,15.0,37.0,12.0,5.0,19.0,35.0,41.0,42.0,nan,nan,12.0,nan,17.0
nan,0.3,10.0,26.0,5.0,31.0,15.0,5.0,nan,23.0,35.0,24.0,nan,21.0,nan,nan,25.5
nan,0.4,28.0,33.0,nan,33.0,20.0,6.0,nan,25.5,40.0,24.0,30.0,nan,nan,nan,46.0
nan,0.3,35.0,31.0,nan,37.0,15.0,6.0,24.5,20.5,24.5,22.0,16.0,20.5,21.0,18.0,nan
nan,0.4,41.0,29.0,1.0,64.0,21.0,6.0,nan,11.0,nan,8.0,18.0,26.0,14.5,nan,nan
nan,0.3,28.0,20.0,9.0,61.0,22.0,6.0,18.0,24.0,16.0,37.0,17.0,30.5,14.666666666666666,15.5,nan
nan,0.5,25.0,21.0,23.0,46.0,24.0,7.0,4.0,19.5,30.0,21.666666666666668,8.666666666666666,30.0,4.5,nan,25.0
nan,0.5,22.0,22.0,46.0,59.0,26.0,7.0,nan,15.0,12.0,19.75,11.666666666666666,21.333333333333332,9.5,11.0,22.333333333333332
nan,0.4,24.0,18.0,68.0,37.0,18.0,8.0,17.0,16.75,18.333333333333332,16.0,11.75,19.5,10.0,nan,16.333333333333332
nan,0.4,21.0,25.0,62.0,32.0,19.0,9.0,nan,10.5,24.5,10.5,9.5,18.333333333333332,12.0,17.0,30.0
nan,0.5,21.0,17.0,70.0,39.0,19.0,9.0,12.0,12.5,25.0,20.5,12.0,17.666666666666668,13.5,12.0,25.0
nan,0.3,12.0,10.0,82.0,29.0,14.0,8.0,16.0,12.666666666666666,36.0,12.75,9.0,20.333333333333332,7.5,14.333333333333334,11.0
nan,0.3,8.0,11.0,80.0,32.0,14.0,7.0,nan,18.333333333333332,46.0,22.0,15.0,23.333333333333332,16.0,nan,21.5
nan,0.2,7.0,10.0,79.0,25.0,15.0,6.0,22.0,17.5,24.0,22.5,16.0,22.666666666666668,10.5,16.0,16.0
nan,0.4,18.0,27.0,50.0,25.0,18.0,6.0,15.0,20.0,28.5,23.666666666666668,11.0,23.666666666666668,4.0,8.0,29.0
nan,0.4,12.0,21.0,53.0,25.0,18.0,6.0,24.5,19.0,22.0,25.666666666666668,22.5,17.0,7.666666666666667,17.5,30.0
nan,0.5,21.0,34.0,28.0,58.0,18.0,6.0,26.0,25.5,nan,17.0,11.5,22.0,21.0,22.5,25.0
nan,0.8,35.0,52.0,2.0,46.0,19.0,6.0,15.0,15.0,17.0,20.333333333333332,15.0,27.5,11.666666666666666,nan,27.0
nan,1.1,61.0,57.0,1.0,52.0,24.0,6.0,9.5,15.0,19.333333333333332,8.333333333333334,14.0,20.666666666666668,8.5,9.0,25.0
nan,1.2,79.0,57.0,nan,56.0,33.0,6.0,20.0,12.75,24.0,14.0,15.5,24.5,14.0,11.0,18.75
